# time[us], force_in[kN], force_out[kN], force_avg[kN]
-9.039775987303912643e+02 -2.585332341270263324e-04 -3.595646395154500244e-04 -3.090489368212381784e-04
-9.029775682109503805e+02 -4.245032831106953261e-04 -5.152460165525976372e-04 -4.698746498316465087e-04
-9.019775376915094967e+02 -7.493364733840877576e-04 -6.429533961534834256e-04 -6.961449347687855916e-04
-9.009775071720686128e+02 -1.031314913306569233e-03 1.214284821654648255e-04 -4.549432155705522107e-04
-8.999774766526277290e+02 -2.585332341270263324e-04 5.954661126360914335e-04 1.684664392545325506e-04
-8.989774461331868451e+02 -2.513681525638235769e-04 8.787408448280508658e-04 3.136863461321136174e-04
-8.979774156137459613e+02 -9.968948412705689818e-05 9.333095824586174480e-05 -3.179262940597576688e-06
-8.969773850943050775e+02 -9.968948412705689818e-05 -4.941800001407722562e-04 -2.969347421339145975e-04
-8.959773545748641936e+02 -4.245711526248258073e-04 1.003244576049537639e-04 -1.621233475099360217e-04
-8.949773240554233098e+02 -5.762207341269651737e-04 -6.709939078500571112e-04 -6.236073209885111424e-04
-8.939772935359824260e+02 -4.029498645518273664e-04 -8.196057692308327284e-04 -6.112778168913301016e-04
-8.929772630165415421e+02 2.252212713055598363e-04 -6.568548765371069048e-04 -2.158168026157735342e-04
-8.919772324971006583e+02 2.107650647956589563e-04 -3.525901442307065987e-04 -7.091253971752382119e-05
-8.909772019776597745e+02 4.466897242859970687e-05 -3.454921224627183836e-04 -1.504115750170593384e-04
-8.899771714582188906e+02 -5.762207341269651737e-04 -3.413887042560563361e-05 -3.051798022762853765e-04
-8.889771409387780068e+02 -4.101149461150351634e-04 1.144254807692034767e-04 -1.478447326729158298e-04
-8.879771104193371229e+02 -9.968948412705689818e-05 2.700973557691701047e-04 8.520393582105661003e-05
-8.869770798998962391e+02 -2.585332341270263324e-04 2.843694156025329393e-04 1.291809073775330345e-05
-8.859770493804553553e+02 -4.246681090735836685e-04 7.442585127231511827e-04 1.597952018247837571e-04
-8.849770188610144714e+02 -2.585332341270263324e-04 1.034146662787186139e-03 3.878067143300798761e-04
-8.839769883415735876e+02 -4.246875003633352190e-04 2.486037476845794156e-04 -8.804187633937790168e-05
-8.829769578221327038e+02 -5.762207341269651737e-04 -3.382420680999673342e-04 -4.572314011134662268e-04
-8.819769273026918199e+02 -5.688908266008741842e-04 1.144254807692034767e-04 -2.272326729158353673e-04
-8.809768967832509361e+02 -4.320561904689319659e-04 -4.124639423076653937e-05 -2.366512923498492391e-04
-8.799768662638100523e+02 -5.541728376794899207e-04 6.030487382998895576e-04 2.443795031019981847e-05
-8.789768357443691684e+02 2.253570103337156582e-04 1.041244684555179449e-03 6.333008474444475674e-04
-8.779768052249282846e+02 5.430542059786354694e-04 4.113261342667805264e-04 4.771901701227079708e-04
-8.769767747054874008e+02 5.356855158730412705e-04 1.216565310576090092e-04 3.286710234653251669e-04
-8.759767441860465169e+02 5.356855158730412705e-04 2.700973557691701047e-04 4.028914358211057147e-04
-8.749767136666056331e+02 5.282877388328196915e-04 2.483471926809171734e-04 3.883174657568684053e-04
-8.739766831471647492e+02 3.990641839283635061e-04 -6.784530070306070849e-04 -1.396944115511217894e-04
-8.729766526277238654e+02 9.973824292129999936e-04 -9.607395273566048414e-04 1.832145092819757607e-05
-8.719766221082829816e+02 3.619880379233689173e-04 -3.307544628078995866e-04 1.561678755773466534e-05
-8.709765915888420977e+02 -2.659697937467509583e-04 4.257692307691367598e-04 7.989971851119290073e-05
-8.699765610694012139e+02 -4.099307288623953247e-04 2.627997912205559000e-04 -7.356546882091971238e-05
-8.689765305499603301e+02 -4.397448368554269659e-04 2.700973557691701047e-04 -8.482374054312843059e-05
-8.679765000305194462e+02 -1.045286337572629010e-03 1.290586180151280700e-04 -4.581138597787504834e-04
-8.669764695110785624e+02 -5.463193653300488445e-04 5.814411057692181776e-04 1.756087021958466655e-05
-8.659764389916376786e+02 5.356855158730412705e-04 5.667699603746029300e-04 5.512277381238221002e-04
-8.649764084721967947e+02 1.955138154060489662e-04 -4.859146896524431955e-05 7.346117322040233012e-05
-8.639763779527559109e+02 -4.173769841269957259e-04 -2.653724068746578734e-05 -2.219571124072307702e-04
-8.629763474333150270e+02 -2.510191093482954500e-04 4.184051519603138015e-04 8.369302130600917572e-05
-8.619763169138741432e+02 -9.216566370344499571e-05 -2.116654309227281516e-04 -1.519155473130865872e-04
-8.609762863944332594e+02 5.162074980453505387e-05 -5.082620192306766147e-04 -2.283206347130707940e-04
-8.599762558749923755e+02 2.255412275863556324e-04 -5.156546041510228764e-04 -1.450566882823336220e-04
-8.589762253555514917e+02 5.356855158730412705e-04 -9.678755572732838193e-04 -2.160950207001212744e-04
-8.579761948361106079e+02 5.508107218792607880e-04 -3.451785552360201056e-04 1.028160833216203412e-04
-8.569761643166697240e+02 6.945292658730106098e-04 -3.525901442307065987e-04 1.709695608211520056e-04
-8.559761337972288402e+02 1.019798760165807183e-03 -3.381580116173468520e-05 4.929914795020362995e-04
-8.549761032777879564e+02 1.148285446059700652e-03 1.144254807692034767e-04 6.313554634144521050e-04
-8.539760727583470725e+02 2.179980158731023750e-04 1.367742721993402588e-04 1.773861440362213169e-04
-8.529760422389061887e+02 5.154318464552875000e-05 8.853257565887198005e-04 4.684344706171242583e-04
-8.519760117194653049e+02 -9.206870725468710740e-05 5.739725045514902819e-04 2.409518986484015873e-04
-8.509759812000244210e+02 2.103675433558568225e-04 2.551411492593798282e-04 2.327543463076183253e-04
-8.499759506805835372e+02 6.679443403514411361e-05 -2.627118364663089164e-05 2.026162519425660929e-05
-8.489759201611426533e+02 5.150440206602559468e-05 5.964353204277046379e-04 3.239698612468651265e-04
-8.479758896417017695e+02 -1.073490435789245181e-04 8.777716370364376615e-04 3.852112967287565784e-04
-8.469758591222608857e+02 -5.608822239334730706e-04 4.257692307691367598e-04 -6.755649658216815543e-05
-8.459758286028200018e+02 6.683321661464192924e-05 4.182436173283783035e-04 2.425384169715101232e-04
-8.449757980833791180e+02 5.510628086460310536e-04 2.700973557691701047e-04 4.105800822076005521e-04
-8.439757675639382342e+02 1.004518423841575586e-03 1.144254807692034767e-04 5.594719523053895719e-04
-8.429757370444973503e+02 5.202694405205481694e-04 2.700973557691701047e-04 3.951833981448591099e-04
-8.419757065250564665e+02 3.922772325153164202e-04 -4.881001582021583969e-05 1.717336083475502902e-04
-8.409756760056155827e+02 6.790744079410144076e-04 -5.234082664840338959e-04 7.783307072849025583e-05
-8.399756454861746988e+02 2.102608912622231589e-04 -4.855141422393954333e-04 -1.376266254885861236e-04
-8.389756149667338150e+02 -2.662800543827759841e-04 -4.124639423076653937e-05 -1.537632243067712482e-04
-8.379755844472929311e+02 -5.684642182263396383e-04 1.220271105073433094e-04 -2.232185538594981577e-04
-8.369755539278520473e+02 5.915426587302274517e-05 9.920321721857490622e-05 7.917874154579882570e-05
-8.359755234084111635e+02 -9.968948412705689818e-05 -1.969182692307365555e-04 -1.483038766788967336e-04
-8.349754928889702796e+02 -2.896756454680399998e-04 -1.892881333810785287e-04 -2.394818894245592778e-04
-8.339754623695293958e+02 -1.203800435646821231e-03 -4.888603211759724330e-05 -6.263432338822091895e-04
-8.329754318500885120e+02 -7.194544958769782733e-04 -2.594811438275994322e-05 -3.727013051298690930e-04
-8.319754013306476281e+02 -8.406010458718098880e-05 2.471214298856421604e-04 8.153066264923058580e-05
-8.309753708112067443e+02 3.846661512878277308e-04 -6.639338942307546716e-04 -1.396338714714634704e-04
-8.299753402917658605e+02 6.945292658730106098e-04 -3.679454363017547092e-04 1.632919147856279503e-04
-8.289753097723249766e+02 7.102168192820254187e-04 -1.123262371158078752e-03 -2.065227759380266668e-04
-8.279752792528840928e+02 9.965098211741796764e-04 -8.196057692308327284e-04 8.845202597167347398e-05
-8.269752487334432089e+02 5.356855158730412705e-04 -8.196057692308327284e-04 -1.419601266788957290e-04
-8.259752182140023251e+02 3.610960385947966701e-04 -6.562182400465371972e-04 -1.475611007258702636e-04
-8.249751876945614413e+02 -2.506506748430102432e-04 -3.448649880093218275e-04 -2.977578314261660353e-04
-8.239751571751205574e+02 5.126201094413088068e-05 -3.351173597220908430e-05 8.875137485960898188e-06
-8.229751266556796736e+02 -9.178753355328923131e-05 -2.124065898221968063e-04 -1.520970616877430120e-04
-8.219750961362387898e+02 5.124261965437929624e-05 -3.448364818978037825e-04 -1.467969311217122398e-04
-8.209750656167979059e+02 -1.076108259905706268e-04 -3.348322986069105964e-05 -7.054702792563084324e-05
-8.199750350973570221e+02 -5.841517716353546641e-04 1.144254807692034767e-04 -2.348631454330756072e-04
-8.189750045779161383e+02 -7.271237509736693016e-04 -2.047004376751573895e-04 -4.659120943244133726e-04
-8.179749740584752544e+02 -4.094265553288546850e-04 -1.891265987491430307e-04 -2.992765770389988443e-04
-8.169749435390343706e+02 6.711439031604513148e-05 1.222266532879694753e-04 9.467052180200729661e-05
-8.159749130195934868e+02 2.100281957852041998e-04 5.892517803251626132e-04 3.996399880551833794e-04
-8.149748825001526029e+02 -8.373045266151451322e-05 8.927848557692696658e-04 4.045272015538775492e-04
-8.139748519807117191e+02 8.613622272506208386e-04 9.006145343995537907e-04 8.809883808250872604e-04
-8.129748214612708352e+02 6.705325448054451657e-04 1.040617550101782677e-03 8.555750474536138669e-04
-8.119747909418299514e+02 6.716286854042407563e-05 4.100718653599869806e-04 2.386173669502055146e-04
-8.109747604223890676e+02 3.928783624976149211e-04 9.870911128559901502e-05 2.457937368916069884e-04
-8.099747299029481837e+02 6.784732779587159066e-04 -3.447224574517316568e-04 1.668754102534921249e-04
-8.089746993835072999e+02 2.179980158731023750e-04 1.380570472176482989e-04 1.780275315453753505e-04
-8.079746688640664161e+02 3.768417658730718227e-04 5.893277966225385009e-04 4.830847812478051618e-04
-8.069746383446255322e+02 2.179980158731023750e-04 8.769924699882780542e-04 5.474952429306901604e-04
-8.059746078251846484e+02 2.179980158731023750e-04 4.257692307691367598e-04 3.218836233211195674e-04
-8.049745773057437646e+02 2.179980158731023750e-04 9.859508683952371798e-05 1.582965513563130533e-04
-8.039745467863028807e+02 5.106809804661511083e-05 -2.048429682327475331e-04 -7.688743509306621452e-05
-8.029745162668619969e+02 -2.747249610695819437e-04 -5.161962202698657312e-04 -3.954605906697238374e-04
-8.019744857474211130e+02 -3.930603067785293182e-04 -6.559901911543927289e-04 -5.245252489664610236e-04
-8.009744552279802292e+02 5.915426587302274517e-05 -5.082620192306766147e-04 -2.245538766788269212e-04
-7.999744247085393454e+02 5.102931546711195551e-05 -6.639338942307546716e-04 -3.064522893818213750e-04
-7.989743941890984615e+02 -2.666678801778072662e-04 -3.446179350428322488e-04 -3.056429076103197575e-04
-7.979743636696575777e+02 -4.092326424313390168e-04 -1.969182692307365555e-04 -3.030754558310377726e-04
-7.969743331502166939e+02 -2.666872714675587626e-04 -9.281541181882271401e-06 -1.379844063247205187e-04
-7.959743026307758100e+02 -5.680570011415568598e-04 1.367801196068679824e-03 3.998720974635614823e-04
-7.949742721113349262e+02 5.915426587302274517e-05 8.607439864228893026e-04 4.599491261479560374e-04
-7.939742415918940424e+02 -2.667163584021861426e-04 -2.129577079782119724e-04 -2.398370331901990575e-04
-7.929742110724531585e+02 -2.503404142069906926e-04 -4.922035764088558436e-04 -3.712719953079232681e-04
-7.919741805530122747e+02 -1.078919996919682996e-04 1.144254807692034767e-04 3.266740538617588538e-06
-7.909741500335713908e+02 -4.255891953367829162e-04 2.781455812544256548e-04 -7.372180704117863069e-05
-7.899741195141305070e+02 -5.844426409816309582e-04 2.539819007243134604e-04 -1.652303701286587489e-04
-7.889740889946896232e+02 -1.060983586626522250e-03 -5.163292487903856955e-04 -7.886564177084539728e-04
-7.879740584752487393e+02 -1.370439484126915628e-03 -3.445134126339328409e-04 -8.574764483804241805e-04
-7.869740279558078555e+02 -1.186842752759076011e-03 -3.316016059682010445e-05 -6.100014566779480511e-04
-7.859739974363669717e+02 -7.490741582444264781e-05 -4.124639423076653937e-05 -5.807690502760459359e-05
-7.849739669169260878e+02 5.356855158730412705e-04 -6.556210735564750418e-05 2.350617042586968831e-04
-7.839739363974852040e+02 5.274054351491235448e-04 -8.114910294853626242e-04 -1.420427971681195397e-04
-7.829739058780443202e+02 6.744404224181617836e-05 -3.525901442307065987e-04 -1.425730509944452169e-04
-7.819738753586034363e+02 5.273860438593719942e-04 -3.363226565910870116e-04 9.553169363414249133e-05
-7.809738448391625525e+02 2.346163511901924238e-04 2.700973557691701047e-04 2.523568534796812642e-04
-7.799738143197216687e+02 6.862104025695898914e-04 1.144254807692034767e-04 4.003179416693966705e-04
-7.789737838002807848e+02 2.013408979763932425e-04 2.782596057004977806e-04 2.398002518384455251e-04
-7.779737532808399010e+02 -2.668714887201986555e-04 5.814411057692181776e-04 1.572848085245097611e-04
-7.769737227613990171e+02 -5.762207341269651737e-04 9.806297275785393335e-05 -2.390788806845556269e-04
-7.759736922419581333e+02 -7.517797758928404820e-04 1.308069928548916388e-04 -3.104863915189744216e-04
-7.749736617225172495e+02 -8.771735510713568129e-04 4.175689726891184295e-04 -2.298022891911191917e-04
-7.739736312030763656e+02 -5.845977712996405437e-04 2.947266361207494289e-04 -1.449355675894455574e-04
-7.729736006836354818e+02 -9.022949669445132735e-04 1.204128605769206337e-03 1.509168194123465317e-04
-7.719735701641945980e+02 -8.771153772021021613e-04 5.485260490030696408e-04 -1.642946640995162602e-04
-7.709735396447537141e+02 -4.173769841269957259e-04 -2.051565354594457840e-04 -3.112667597932207821e-04
-7.699735091253128303e+02 -4.257928038791743597e-04 -6.721816624966422829e-04 -5.489872331879083484e-04
-7.689734786058719465e+02 -7.434899995239918494e-04 -5.000047489277243806e-04 -6.217473742258581692e-04
-7.679734480864310626e+02 -7.181940620431264029e-04 -5.082620192306766147e-04 -6.132280406369015630e-04
-7.669734175669901788e+02 -9.968948412694667548e-05 -6.556576198533547615e-04 -3.776735519901507185e-04
-7.659733870475492949e+02 -2.585332341270263324e-04 -2.052040456453091562e-04 -2.318686398861677443e-04
-7.649733565281084111e+02 -4.173769841269957259e-04 -3.442948657789613072e-04 -3.808359249529785166e-04
-7.639733260086675273e+02 -4.258509777484290114e-04 -2.135278302085782118e-04 -3.196894039785035981e-04
-7.629732954892266434e+02 -7.350644841269346214e-04 -8.279200517569232929e-04 -7.814922679419290114e-04
-7.619732649697857596e+02 -5.677273492157802835e-04 -1.122625734667509478e-03 -8.451765419416448809e-04
-7.609732344503448758e+02 -4.173769841269957259e-04 -8.112724826303909821e-04 -6.143247333786933540e-04
-7.599732039309039919e+02 -4.173769841269957259e-04 -5.082620192306766147e-04 -4.628195016788361703e-04
-7.589731734114631081e+02 -9.116701228113447298e-05 -4.999097285558951791e-04 -2.955383704185148464e-04
-7.579731428920222243e+02 2.435945183450620487e-04 -1.801946838068287093e-04 3.169991726911666969e-05
-7.569731123725813404e+02 6.859874027374468974e-04 5.898124005183509036e-04 6.378999016278989005e-04
-7.559730818531404566e+02 5.442370746534808124e-04 5.730603089829128423e-04 5.586486918181968273e-04
-7.549730513336995728e+02 8.448117614476646862e-04 2.617070569456982857e-04 5.532594091966814859e-04
-7.539730208142586889e+02 3.768417658730718227e-04 -4.964619509141124555e-05 1.635977853908302784e-04
-7.529729902948178051e+02 3.768417658730718227e-04 -1.969182692307365555e-04 8.996174832116763363e-05
-7.519729597753769212e+02 7.117099485928958958e-04 -3.694277541006925065e-04 1.711410972461016946e-04
-7.509729292559360374e+02 1.003616728868127889e-03 -8.111774622586640209e-04 9.621963330473193386e-05
-7.499728987364951536e+02 8.447632832232858640e-04 -6.639338942307546716e-04 9.041469449626559620e-05
-7.489728682170542697e+02 3.768417658730718227e-04 -5.167093302771905410e-04 -6.993378220205935915e-05
-7.479728376976133859e+02 3.854708898125176210e-04 -8.111489561471460844e-04 -2.128390331673142317e-04
-7.469728071781725021e+02 6.858904462886890362e-04 -1.715193238681764676e-04 2.571855612102562708e-04
-7.459727766587316182e+02 5.270370006438438674e-04 4.511966822432209642e-04 4.891168414435324158e-04
-7.449727461392907344e+02 3.317963325079728760e-05 1.523957674964459153e-03 7.785686541076281865e-04
-7.439727156198498506e+02 -5.762207341269651737e-04 1.334316017072167352e-03 3.790476414726010892e-04
-7.429726851004089667e+02 -5.675431319631403905e-04 7.456173040388437570e-04 8.903708603785168325e-05
-7.419726545809680829e+02 -4.173769841269957259e-04 7.285991554624713686e-04 1.556110856677378213e-04
-7.409726240615271990e+02 -4.173769841269957259e-04 8.927848557692696658e-04 2.377039358211369699e-04
-7.399725935420863152e+02 -5.762207341269651737e-04 4.087035720071213090e-04 -8.375858105992193235e-05
-7.389725630226454314e+02 -2.498168493836985023e-04 -4.978872564900136885e-05 -1.498027875163499424e-04
-7.379725325032045475e+02 -9.968948412705689818e-05 -5.253656861416056319e-04 -3.125275851343312854e-04
-7.369725019837636637e+02 7.662581793918761856e-05 -6.382498877530081707e-04 -2.808120349069102828e-04
-7.359724714643227799e+02 6.945292658730106098e-04 2.872390308286817896e-04 4.908841483508461726e-04
-7.349724409448818960e+02 2.004876812273241507e-04 7.285326412023679452e-04 4.645101612148460615e-04
-7.339724104254410122e+02 -6.112801859978501126e-04 2.529176725609739453e-04 -1.791812567184380837e-04
-7.329723799060001284e+02 -1.520508675514357835e-03 -3.264705058949566056e-05 -7.765778630519267747e-04
-7.319723493865592445e+02 -1.043967729869522488e-03 -5.846408558765365127e-05 -5.512159077285881236e-04
-7.309723188671183607e+02 -7.438584340292717437e-04 -3.353534487994741325e-04 -5.396059414143729652e-04
-7.299722883476774768e+02 -1.043948338579770612e-03 2.787252055219588387e-04 -3.826115665289058594e-04
-7.289722578282365930e+02 -9.027215753190478194e-04 4.344065825591045542e-04 -2.341574963799716326e-04
-7.279722273087957092e+02 -1.061575020963944922e-03 7.284661269421591374e-04 -1.665544470108928921e-04
-7.269721967893548253e+02 -1.520450501645103075e-03 1.144254807692001021e-04 -7.030125104379514930e-04
-7.259721662699139415e+02 -1.035067127873554602e-03 5.901069636707039628e-04 -2.224800821014253195e-04
-7.249721357504730577e+02 -2.408289865838425948e-04 8.927848557692696658e-04 3.259779345927135219e-04
-7.239721052310321738e+02 5.915426587302274517e-05 4.170843687934204101e-04 2.381193173332215641e-04
-7.229720747115912900e+02 3.857132809344121656e-04 2.440142637301774521e-04 3.148637723322948224e-04
-7.219720441921504062e+02 5.090418837543866275e-04 -4.995581531805063551e-04 4.741865286940136204e-06
-7.209720136727095223e+02 -2.496423277759343847e-04 -3.613035123180495761e-04 -3.054729200469919804e-04
-7.199719831532686385e+02 5.025366387705504931e-05 -3.438672741061909576e-04 -1.468068051145679542e-04
-7.189719526338277547e+02 -5.851310317678086719e-04 -3.613225163923949033e-04 -4.732267740801017605e-04
-7.179719221143868708e+02 -5.762207341269651737e-04 -3.525901442307065987e-04 -4.644054391788358591e-04
-7.169718915949459870e+02 -7.350644841269346214e-04 -3.525901442307065987e-04 -5.438273141788206371e-04
-7.159718610755051031e+02 -7.350644841269346214e-04 -5.170228975038890359e-04 -6.260436908154117745e-04
-7.149718305560642193e+02 -7.529626445676307475e-04 -9.928184048515608252e-04 -8.728905247095957321e-04
-7.139718000366233355e+02 -1.034834432396477231e-03 -1.442293269230712684e-03 -1.238563850813594958e-03
-7.129717695171824516e+02 -7.260960126168364715e-04 -1.269042625461294042e-03 -9.975693190390653650e-04
-7.119717389977415678e+02 -4.263551512819696511e-04 -6.463361213869544836e-04 -5.363456363344620403e-04
-7.109717084783006840e+02 -7.350644841269346214e-04 3.053309096055665736e-04 -2.148667872606840239e-04
-7.099716779588598001e+02 -9.119033510164131339e-04 1.048456730769239736e-03 6.827668987641330109e-05
-7.089716474394189163e+02 -1.706141492306177156e-03 1.057284123302654677e-03 -3.244286845017612395e-04
-7.079716169199780325e+02 -1.969746685189103022e-03 1.021946047057466786e-03 -4.739003190658181179e-04
-7.069715864005371486e+02 -5.491407979889002637e-04 2.435581659458890033e-04 -1.527913160215056167e-04
-7.059715558810962648e+02 5.011792484878783250e-05 -6.727897928756939455e-04 -3.113359340134530463e-04
-7.049715253616553809e+02 -2.585332341270263324e-04 -6.284722915023255698e-04 -4.435027628146759240e-04
-7.039714948422144971e+02 -9.063375181307041463e-05 4.168943280498585012e-04 1.631302881183940433e-04
-7.029714643227736133e+02 2.089325879142401026e-04 2.789817605256210810e-04 2.439571742199305782e-04
-7.019714338033327294e+02 -2.676083577307581188e-04 4.257692307691367598e-04 7.908043651918932049e-05
-7.009714032838918456e+02 -5.853055533755727353e-04 2.522905381075773892e-04 -1.665075076339976731e-04
-6.999713727644509618e+02 -5.671262192334817825e-04 -1.969182692307365555e-04 -3.820222442321091825e-04
-6.989713422450100779e+02 -8.148106305022213554e-05 -2.340156842048307127e-05 -5.244131573535260510e-05
-6.979713117255691941e+02 5.004035968978152185e-05 5.814411057692181776e-04 3.157407327294998599e-04
-6.969712812061283103e+02 -1.088130859551675610e-04 1.054840637897131171e-04 -1.664511082727221911e-06
-6.959712506866874264e+02 -4.173769841269957259e-04 2.790482747858297804e-04 -6.916435467058297277e-05
-6.949712201672465426e+02 -2.676762272448885457e-04 2.611369347153378196e-04 -3.269646264775363060e-06
-6.939711896478056588e+02 -7.442171728896758084e-04 1.054555576781982841e-04 -3.193808076057387622e-04
-6.929711591283647749e+02 -1.052751984126983672e-03 -1.969182692307365555e-04 -6.248351266788601272e-04
-6.919711286089238911e+02 -8.847361540744664091e-04 1.324033350999010198e-04 -3.761664094872826675e-04
-6.909710980894830072e+02 -7.258827084295691985e-04 4.167708015666137119e-04 -1.545559534314777433e-04
-6.899710675700421234e+02 -2.493417627847851342e-04 1.144254807692034767e-04 -6.745814100779082875e-05
-6.889710370506012396e+02 -9.968948412705689818e-05 -5.026382750763511772e-05 -7.497665581734600795e-05
-6.879710065311603557e+02 -9.968948412705689818e-05 -3.706440148587953438e-04 -2.351667494929261142e-04
-6.869709760117194719e+02 -2.677537924038948022e-04 -4.901891445283504747e-04 -3.789714684661226385e-04
-6.859709454922785881e+02 -5.854509880487094187e-04 -1.969182692307365555e-04 -3.911846286397230006e-04
-6.849709149728377042e+02 -1.061991933693548452e-03 -1.878628278051772821e-04 -6.249273807493628671e-04
-6.839708844533968204e+02 -1.379689129338469754e-03 4.348341742319833240e-04 -4.724274775532432422e-04
-6.829708539339559366e+02 -1.361180143270544112e-03 4.439181217689525745e-04 -4.586310107507957957e-04
-6.819708234145150527e+02 -1.220864770628196780e-03 1.204128605769206337e-03 -8.368082429495221283e-06
-6.809707928950741689e+02 -1.529283234126940045e-03 8.745979566207631424e-04 -3.273426387530884514e-04
-6.799707623756332850e+02 -1.351862628544914582e-03 2.609944041577477031e-04 -5.454341121935834397e-04
-6.789707318561924012e+02 -9.032063575628371255e-04 -5.947130152795720510e-05 -4.813388295453971551e-04
-6.779707013367515174e+02 -7.071410268847348876e-04 -6.639338942307546716e-04 -6.855374605577447796e-04
-6.769706708173106335e+02 6.847178059865552716e-05 -4.991305615077358971e-04 -2.153293904545401714e-04
-6.759706402978697497e+02 5.450127262435433767e-04 -3.525901442307065987e-04 9.621129100641838904e-05
-6.749706097784288659e+02 5.263486098576633347e-04 -1.969182692307365555e-04 1.647151703134633761e-04
-6.739705792589879820e+02 3.861883675333254795e-04 -3.709100718996303581e-04 7.639147816847560724e-06
-6.729705487395470982e+02 7.038855631781400961e-04 -9.844471101024341708e-04 -1.402807734621470373e-04
-6.719705182201062144e+02 5.263195229230360631e-04 -1.112591583413158293e-03 -2.931360302450611147e-04
-6.709704877006653305e+02 6.945292658730106098e-04 -6.639338942307546716e-04 1.529768582112796911e-05
-6.699704571812244467e+02 6.945292658730106098e-04 -4.990640472475271977e-04 9.773260931274170603e-05
-6.689704266617835628e+02 3.674466859884392353e-04 1.328404288098440601e-04 2.501435573991416341e-04
-6.679703961423426790e+02 2.085932403435875342e-04 4.257692307691367598e-04 3.171812355563621605e-04
-6.669703656229017952e+02 -1.091039553014410362e-04 6.091205400532268520e-04 2.500082923758928876e-04
-6.659703351034609113e+02 -7.539128177655127780e-04 1.213364585901052914e-03 2.297258840677700678e-04
-6.649703045840200275e+02 -7.067628967345792722e-04 1.496981391431222380e-03 3.951092473483215541e-04
-6.639702740645791437e+02 -9.024592601803886139e-05 1.029946762356862217e-03 4.698504181694117049e-04
-6.629702435451382598e+02 5.915426587302274517e-05 9.589650828248404558e-05 7.752538707775339538e-05
-6.619702130256973760e+02 -1.091524335257162899e-04 -1.342442938916768579e-05 -6.128843145744198532e-05
-6.609701825062564922e+02 -4.268496291706345698e-04 7.278294904515894299e-04 1.504899306404774300e-04
-6.599701519868156083e+02 -4.078946434384811610e-04 2.515113710594179988e-04 -7.819163618953158109e-05
-6.589701214673747245e+02 -9.968948412705689818e-05 -3.618926386227553694e-04 -2.307910613749061270e-04
-6.579700909479338407e+02 -1.091912161053230679e-04 -1.503582870846225804e-04 -1.297747515949728174e-04
-6.569700604284929568e+02 -4.078655565038537809e-04 1.204128605769206337e-03 3.981315246326763051e-04
-6.559700299090520730e+02 6.867538914104707906e-05 8.647918542585624965e-04 4.667336216998048013e-04
-6.549699993896111891e+02 3.863725847859653183e-04 -2.249397768529616342e-04 8.071640396650184204e-05
-6.539699688701703053e+02 3.673012513153024977e-04 -6.452338850749236637e-04 -1.389663168798105830e-04
-6.529699383507294215e+02 4.005384546772595804e-05 -3.188688761568165831e-05 4.083478926022149862e-06
-6.519699078312885376e+02 -2.585332341270263324e-04 1.237944894214608384e-04 -6.736937235278274698e-05
-6.509698773118476538e+02 -4.269465856193923768e-04 4.257692307691367598e-04 -5.886774251278085145e-07
-6.499698467924067700e+02 -7.446437812642103544e-04 4.163812180425340709e-04 -1.641312816108381418e-04
-6.489698162729658861e+02 -8.939082341269591466e-04 4.351667455330269292e-04 -2.293707442969661087e-04
-6.479697857535250023e+02 -5.570233572729689367e-04 2.512833221672738557e-04 -1.528700175528475405e-04
-6.469697552340841185e+02 8.797941808872872314e-05 -2.063347880688574791e-04 -5.917768499006437796e-05
-6.459697247146432346e+02 5.356855158730412705e-04 -6.639338942307546716e-04 -6.412418917885670056e-05
-6.449696941952023508e+02 5.453132912346925730e-04 -3.337190984057740429e-04 1.057970964144592651e-04
-6.439696636757614669e+02 1.012216765872946036e-03 2.700973557691701047e-04 6.411570608210580974e-04
-6.429696331563205831e+02 6.848820992216077567e-04 1.238800077560149192e-04 4.043810534888113515e-04
-6.419696026368796993e+02 5.453423781693198446e-04 2.511692977212017300e-04 3.982558379452607873e-04
-6.409695721174388154e+02 6.945292658730106098e-04 -2.063918002918935419e-04 2.440687327905585475e-04
-6.399695415979979316e+02 6.848530122869803767e-04 -3.241410449357178111e-04 1.803559836756312828e-04
-6.389695110785570478e+02 5.356855158730412705e-04 2.606048206336679537e-04 3.981451682533546392e-04
-6.379694805591161639e+02 2.083023709972103550e-04 1.144254807692034767e-04 1.613639258832069159e-04
-6.369694500396752801e+02 -2.876492556888955764e-04 -2.159413476504319185e-04 -2.517953016696637203e-04
-6.359694195202343963e+02 -5.567906617958983968e-04 -4.987409779836562019e-04 -5.277658198897772993e-04
-6.349693890007935124e+02 -1.094142159374660484e-04 -3.716512307990992568e-04 -2.405327233682826526e-04
-6.339693584813526286e+02 -5.762207341269651737e-04 -6.448538035880165779e-04 -6.105372688574909300e-04
-6.329693279619117448e+02 -5.859648572271258880e-04 -1.969182692307365555e-04 -3.914415632289312353e-04
-6.319692974424708609e+02 -3.978693466369227468e-04 -1.969182692307365555e-04 -2.973938079338296647e-04
-6.309692669230299771e+02 2.375250446528234989e-04 -1.969182692307365555e-04 2.030338771104347171e-05
-6.299692364035890932e+02 3.768417658730718227e-04 -3.621681977007629931e-04 7.336784086154414823e-06
