# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-8.534510468168223269e+02 2.033288769392552098e+00 -7.370123708348494951e-01 -6.218154539075541720e+00 -5.714840339726078078e+00
-8.524510162973815568e+02 1.029949049908618974e+01 7.561995909473300692e+00 -1.069543754966650440e+01 -9.452901460628897468e+00
-8.514509857779405593e+02 5.740638598485724664e+00 1.306364245429254467e+01 1.451319393510458022e+00 -9.452767733975464992e+00
-8.504509552584995618e+02 8.552850190725083124e+00 1.103363890640478928e+01 -2.292660875669414455e+00 -4.743602765479638661e-01
-8.494509247390587916e+02 7.700021792000135257e+00 -7.635233970584635266e+00 3.322314544732040353e+00 1.005006101190509504e+01
-8.484508942196180215e+02 1.607802999084830819e+00 1.008728663003769732e+01 -1.160684231375202735e+01 5.453207327825588813e+00
-8.474508637001770239e+02 6.380724112051494146e+00 -4.616621502630771090e+00 5.380792990379835494e+00 -1.119457648824977891e+00
-8.464508331807360264e+02 1.183139843146703285e+01 -5.107837437211562914e+00 4.504354784611597218e+00 -9.041577380942813491e-01
-8.454508026612952563e+02 3.780724874082854736e+00 -2.441117860044373367e-01 -5.573831738762906163e+00 4.124231854012396781e+00
-8.444507721418544861e+02 1.179929839786691970e+00 -9.253761695593977876e+00 7.518301543452669655e+00 1.202520367121813472e+01
-8.434507416224134886e+02 -6.655746076177652348e+00 1.148091354703837297e+01 -1.068776196369337228e+01 5.668373511902854212e+00
-8.424507111029724911e+02 1.393601153990544406e+00 -7.632285832650453017e+00 9.615726480882385019e+00 3.477529761904846861e+00
-8.414506805835317209e+02 7.788455752069671501e-02 2.506781680165746096e+00 -1.347414181246755582e+01 5.668373511902854212e+00
-8.404506500640909508e+02 1.268687948461726123e+01 -1.106644536158426106e+01 9.353619433944549755e+00 3.045057767307968177e+00
-8.394506195446499532e+02 1.443073450582727801e+01 -1.177666582830227959e+01 -4.359383469212168905e+00 -2.878631764143683380e+00
-8.384505890252089557e+02 1.290187712603826320e+01 -2.490253492280724568e-01 -1.022324687182250713e+01 1.070182561301994850e+00
-8.374505585057681856e+02 2.116409987408557214e+01 -2.211227586996243133e+01 2.099790977683053939e+01 -5.502482415353497025e+00
-8.364505279863274154e+02 1.638826084124560367e+01 -1.177456001549588649e+01 1.892450658068651848e+01 -5.285845238096523069e+00
-8.354504974668864179e+02 1.029949049908618974e+01 4.804223454796112236e+00 -9.735562881564105098e+00 -7.259784357535414401e+00
-8.344504669474454204e+02 1.290293818780961033e+01 -1.084028106589848406e+01 5.019631210030368607e-01 -3.600430923316715742e-02
-8.334504364280046502e+02 1.681825612408334791e+01 -1.268441153650878839e+01 1.122262461843999937e+01 1.683976434577252235e+01
-8.324504059085638801e+02 1.681825612408334791e+01 -4.377879410897583118e-02 9.839614920292021338e-01 1.618798064086642441e+01
-8.314503753891228826e+02 2.116409987408557214e+01 1.400241380454707318e+01 7.347892288563599994e-01 1.245834429907895746e+01
-8.304503448696818850e+02 1.160923862309041787e+01 3.187380380037435845e+00 2.030611205586971479e+01 1.202333149808034918e+01
-8.294503143502411149e+02 -3.169892891855986328e+00 1.054438839711312781e+01 3.079538603210532965e+00 9.832354021427098800e+00
-8.284502838308003447e+02 -6.435708391345710488e+00 1.192987283792001740e+01 -6.017594320405394548e+00 5.668373511902854212e+00
