# time[us]  F_in[N]  F_out[N]
# time is the SOURCE FILE's own base (analysis t=0 sits at -511.4 us there)
# F_in: in bar, c0=5126.265 mm/ms, x=[935.0, 120.0] mm, reconstructed at ITS OWN face (x=0), time domain only
# F_out: out bar, c0=5126.265 mm/ms, x=[119.25, 1196.25] mm, reconstructed at ITS OWN face (x=0), time domain only
# x=0 is the impact interface; no eta, no attenuation, no dispersion
-5.114406091680400550e+02 7.021823425165598209e+00 -1.083194794466652766e+01
-5.104405786485991712e+02 -3.498269485605121076e+00 -1.593831146369785401e+01
-5.094405481291582873e+02 -1.954468999048387090e+01 2.560023172090151622e+00
-5.084405176097174035e+02 -7.711320183825360886e+00 -1.188956078579608544e+01
-5.074404870902765197e+02 -9.514196797646409465e+00 -1.375294501115713963e+01
-5.064404565708356358e+02 -1.900069289412242313e+01 5.623613228416523668e+00
-5.054404260513947520e+02 -6.470044031495209680e+00 -1.295230203124377866e+01
-5.044403955319538682e+02 -8.022622039912899794e+00 1.084590358716572389e+00
-5.034403650125129843e+02 -1.065504116569907112e+01 -9.552187801220224372e+00
-5.024403344930721005e+02 -1.211883555400809520e+01 4.945189038201049492e+00
-5.014403039736312166e+02 6.329083985114766442e+00 -4.831972648908252843e+00
-5.004402734541903328e+02 9.941915947479810001e+00 -1.255410216500231435e+01
-4.994402429347494490e+02 -6.744639996569281593e+00 2.019956661191045555e+01
-4.984402124153085651e+02 -5.455841906708927880e+00 1.323309596208147987e+01
-4.974401818958676813e+02 3.247090805177951456e+00 7.654598177711919860e+00
-4.964401513764267975e+02 3.300462451268703301e+00 1.571849624458779893e+01
-4.954401208569859136e+02 7.064884825096826582e+00 1.186638005723218825e+01
-4.944400903375450298e+02 1.061127595350781050e+01 -6.637464654215998294e+00
-4.934400598181041460e+02 3.318396201745265284e+00 -9.048879615314845637e+00
-4.924400292986632621e+02 -2.289613737994356413e+00 -4.059072420905851075e+00
-4.914399987792223783e+02 3.309078677228640686e-01 -7.249556813492326057e+00
-4.904399682597814945e+02 5.246332264697667114e+00 -1.069148260515106585e+01
-4.894399377403406106e+02 -3.259365356267598379e+00 -2.239249738762921105e+00
-4.884399072208997268e+02 -7.990642747501812693e-01 -6.169053971775326772e+00
-4.874398767014588429e+02 9.626117431999290375e+00 -1.586659935385624287e+01
-4.864398461820179591e+02 -2.010083557310514468e+00 1.118601482409523484e+01
-4.854398156625770753e+02 2.691293178874531122e+00 -2.395570643516838238e+00
-4.844397851431361914e+02 1.778715615814702389e+00 -1.533403037343516218e+01
-4.834397546236953076e+02 -8.247895707009563537e+00 -5.056216540759857381e+00
-4.824397241042544238e+02 -3.213253465546229926e+00 -1.385344869094840803e+01
-4.814396935848135399e+02 -8.393496674595789742e+00 -1.128103919420902024e+01
-4.804396630653726561e+02 -2.853511226466930673e+00 -1.466077072366723399e+01
-4.794396325459317723e+02 -1.055688919844119500e+00 -1.613440226007716749e+00
-4.784396020264908884e+02 -3.856562143273213117e+00 5.407379861172140423e+00
-4.774395715070500046e+02 1.529221467255335920e+00 -7.103896171574807461e+00
-4.764395409876091207e+02 4.649055407113262817e+00 -8.584123934331303829e+00
-4.754395104681682369e+02 1.123471423575086447e-01 4.165524494836503777e+00
-4.744394799487273531e+02 -1.683103445839086554e+00 6.853816349225354543e+00
-4.734394494292864692e+02 -1.530771169876038229e+00 6.644261284676129975e+00
-4.724394189098455854e+02 -4.320824456052564599e+00 1.167383187485555673e+01
-4.714393883904047016e+02 -3.006306399096505544e+00 1.082245820930124225e+01
