0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.820623445906816900e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.964124689181363380e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.946187033772045341e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.928249378362726760e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.910311722953408179e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.892374067544090682e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.874436412134772101e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.856498756725453520e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.838561101316134939e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.820623445906816358e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.080268579049749886e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.178474813508818136e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.276681047967886170e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.374887282426954420e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.473093516886022454e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.571299751345090704e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.669505985804158954e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.767712220263226988e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.865918454722295238e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.964124689181363272e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
