# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-8.624513214917901678e+02 1.107490948607745196e+01 1.879422916232566720e+01 2.515008678840144007e+00 -8.327346268316418332e+00
-8.614512909723493976e+02 6.728933103357091383e+00 2.962217823873246658e+01 -3.790769479158335731e+00 -6.349930255909206345e+00
-8.604512604529086275e+02 4.979507507845015724e+00 1.470123099921882925e+01 5.978119357592526661e+00 -7.900223339824343327e+00
-8.594512299334676300e+02 1.107451158791339019e+01 -6.728924020468231681e+00 6.490109370105742848e+00 -4.159353959213340168e+00
-8.584511994140266324e+02 9.749775966385286097e+00 2.471091367054329968e+00 -5.437182670422874509e+00 -3.945658768314177056e+00
-8.574511688945858623e+02 1.759301194747079933e+01 1.797371655691227810e+00 1.552157339149942494e+01 -6.136502518315298360e+00
-8.564511383751450921e+02 1.303469057775729922e+01 6.209242330552648959e-01 2.488991035283477515e+01 -8.755539010029211866e+00
-8.554511078557040946e+02 -2.176027812685044527e+00 1.879619458761598239e+01 -1.054827008573274760e+01 -1.468564742080418384e+01
-8.544510773362630971e+02 3.019991681610669332e+00 3.196333298471905948e+00 2.506588026829660976e+01 -8.327346268316418332e+00
-8.534510468168223269e+02 1.956542521273012980e+00 -3.302205030127097540e+00 1.164796100365953535e+01 -1.030369246750260892e+01
-8.524510162973815568e+02 -8.995705017551987037e-01 1.537045830992062001e+01 -1.337970846698642546e+01 -1.540183740849110139e+00
-8.514509857779405593e+02 8.900528651144016479e+00 5.448429903952539455e+00 1.045696591347307347e+01 8.655587399250168623e-01
-8.504509552584995618e+02 7.580037276701308002e+00 2.226952223479381843e+01 -9.633169669139267199e+00 7.008559981685199780e+00
-8.494509247390587916e+02 2.019141959278272225e+01 4.320837338485711498e+00 9.268813632909646216e+00 4.387651316833502513e+00
-8.484508942196180215e+02 1.737841220421652366e+01 9.598285012905174440e+00 -1.146109625462588433e+01 -1.969981202390627351e+00
-8.474508637001770239e+02 1.303230318877077920e+01 3.416460930776564986e+00 -5.202082314870456692e+00 -3.730358857583480958e+00
-8.464508331807360264e+02 -5.493326670453571765e-03 -6.500934687012030366e+00 1.228318681318573624e+01 6.514623690684673285e-01
-8.454508026612952563e+02 -3.496386554405033653e+00 -5.335702838782878377e-02 7.396681357836539128e+00 7.439694709757104008e+00
-8.444507721418544861e+02 4.767693051740035770e+00 1.730880423405168622e-01 5.297124313185470612e+00 8.768001550310156489e+00
-8.434507416224134886e+02 2.380701964369333457e+00 2.020026263363878360e+00 5.067709576873701494e+00 4.359097002842392266e-03
-8.424507111029724911e+02 -3.923994448261323598e+00 -2.353325778389005141e+00 4.101924363960946507e-01 -8.975251900299113572e+00
-8.414506805835317209e+02 -1.965407051072334710e+00 -2.807058244970023875e+00 -6.346313186813867802e+00 -1.687461899766821460e+01
-8.404506500640909508e+02 -3.709527337725188278e+00 -9.707245270007494042e+00 -1.229255871302759928e+00 -1.468364152101526798e+01
-8.394506195446499532e+02 2.809370919994188309e+00 -2.007163475339331882e+01 1.041446590965630037e+01 -1.008545057041410331e+01
-8.384505890252089557e+02 4.982425427717211974e+00 6.285051591708347152e-01 6.935435497034643682e+00 -1.971318468917901079e+00
-8.374505585057681856e+02 8.898671793044158562e+00 1.190134228835733943e+01 -2.379740924405201241e+00 -5.919865341058323516e+00
-8.364505279863274154e+02 5.412685975996808452e+00 1.996365720893087925e+01 -1.473942430809878346e+01 -1.754815018313056418e+00
-8.354504974668864179e+02 1.976301590260070284e+01 -4.197877411558687655e+00 6.011948792067733471e+00 -4.162563398876407028e+00
-8.344504669474454204e+02 1.128645867674028302e+01 2.294633047161086381e+01 -2.778763618168149918e+01 -1.103699946670411380e+00
-8.334504364280046502e+02 1.802061984132430439e+01 -3.949251112576688705e+00 2.159793681318719294e+01 4.383372063949416919e+00
-8.324504059085638801e+02 1.281279603482759910e+01 4.527908931364642342e+00 -1.773986772123278399e+01 -1.320203397274135604e+00
-8.314503753891228826e+02 6.940614926741146995e+00 9.392055745142394940e+00 -1.102117146597611352e+01 9.199403731686320640e+00
-8.304503448696818850e+02 -9.737573755845196563e-03 -5.582800302281934357e+00 3.909548937793762224e+00 4.817716231684078920e+00
-8.294503143502411149e+02 -1.319220432321618119e+00 1.351790458807481521e+01 -7.749381874628783251e+00 9.417110722164316883e+00
-8.284502838308003447e+02 6.940614926741146995e+00 6.617857950554800972e+00 7.162718126134265617e+00 1.117240676455731574e+01
-8.274502533113593472e+02 4.551501715827747319e+00 4.546580471614523944e+00 -6.346313186813867802e+00 6.790585537901947966e+00
-8.264502227919183497e+02 2.594771176738923657e+00 -7.402731666881138262e-01 -1.457107062322090085e+00 2.408764311246890610e+00
-8.254501922724775795e+02 2.053927003829948694e-01 -6.724150844768134405e+00 -1.456964921841962690e+00 8.725125258616556190e-01
-8.244501617530368094e+02 -1.317894105108421421e+00 -4.194788886109463988e+00 -5.659690316419882516e-02 2.190121234205108181e+00
-8.234501312335958119e+02 4.984414918537997785e+00 4.546580471614523944e+00 -8.442743140883235853e+00 -1.317796317525841143e+00
-8.224501007141548143e+02 6.723760427221272984e+00 4.317046875431918451e+00 -3.785226000399335877e+00 7.445846135778666941e+00
-8.214500701947140442e+02 2.594771176738923657e+00 -5.335702838782878377e-02 6.397493131897065144e-01 1.577193498168345620e+01
-8.204500396752732740e+02 4.218493017408999068e-01 -2.583140149611766745e+00 1.743813784411978041e-01 1.292435964063231602e+01
-8.194500091558322765e+02 2.377518779055287190e+00 -2.353325778389005141e+00 -7.743696255392308991e+00 6.550729886892248111e-01
-8.184499786363912790e+02 4.218493017378119880e-01 -7.413453570917781121e+00 1.717353006152507078e+01 9.856937682658207578e+00
-8.174499481169505088e+02 -4.141512111387488204e+00 -1.339269846081850446e+01 6.926480646734095359e+00 1.511399985075829200e+01
