# time[us], force_in[kN], force_out[kN], force_avg[kN]
-9.409787279497039663e+02 1.550171478174604961e-02 -2.398723709744512468e-03 6.551495536000769004e-03
-9.399786974302630824e+02 1.615062490199262873e-02 -2.541140242888700797e-03 6.804742329551963752e-03
-9.389786669108221986e+02 1.628915627597783342e-02 -2.236428914835073088e-03 7.026363680571380381e-03
-9.379786363913813148e+02 1.580582837891989292e-02 -2.223126062793328445e-03 6.791351158063282240e-03
-9.369786058719404309e+02 1.549491813468812165e-02 -1.613741414835196709e-03 6.940588359926462905e-03
-9.359785753524995471e+02 1.552213380985445132e-02 -1.776083719930383669e-03 6.873025044962033717e-03
-9.349785448330586632e+02 1.630274957009367892e-02 -1.925085164835134898e-03 7.188832202629271903e-03
-9.339785143136177794e+02 1.661362103174593777e-02 -1.742655553156908371e-03 7.435482739294514698e-03
-9.329784837941768956e+02 1.662045646138336774e-02 -5.173393536284562853e-04 8.051558553877456378e-03
-9.319784532747360117e+02 1.693130853174610456e-02 -6.931270413229781132e-04 8.119090745211563279e-03
-9.309784227552951279e+02 1.693130853174610456e-02 -8.353820398351301680e-04 8.047963245955486872e-03
-9.299783922358542441e+02 1.709701679831812995e-02 -9.910539148350991541e-04 8.052981441741515617e-03
-9.289783617164133602e+02 1.758043195617995866e-02 -9.910539148350991541e-04 8.294689020672429969e-03
-9.279783311969724764e+02 1.789125493960794580e-02 -8.218891470499317111e-04 8.534682896279007641e-03
-9.269783006775315926e+02 1.836779588525272455e-02 -2.059385914053667556e-04 9.080928646923678085e-03
-9.259782701580907087e+02 1.869239638004909984e-02 9.188375969795583014e-05 9.392140069873527314e-03
-9.249782396386498249e+02 1.965239126613543136e-02 -2.059195873310214013e-04 9.723235839402204206e-03
-9.239782091192089410e+02 2.011510622218745659e-02 -5.702266483506381631e-05 1.002904177867619713e-02
-9.229781785997680572e+02 2.077128807609076450e-02 1.122371233218303710e-04 1.044176259970629704e-02
-9.219781480803271734e+02 2.186240686347708934e-02 5.724682937804475820e-04 1.121743757862876840e-02
-9.209781175608862895e+02 2.219400761387377297e-02 1.046306381470450816e-03 1.162015699767211113e-02
-9.199780870414454057e+02 2.314013772778763037e-02 1.824684760544862793e-03 1.248241124416624680e-02
-9.189780565220045219e+02 2.343693111308035870e-02 2.454223229346343300e-03 1.294557717121335057e-02
-9.179780260025636380e+02 2.296737103174603320e-02 3.381441518693465136e-03 1.317440627521974938e-02
-9.169779954831227542e+02 2.345089284170149418e-02 3.841625178966324820e-03 1.364625901033390994e-02
-9.159779649636818704e+02 2.345090253734636448e-02 3.990446085164795278e-03 1.372067431125557901e-02
-9.149779344442409865e+02 2.409329718423641742e-02 3.983576112288951532e-03 1.403843664826268448e-02
-9.139779039248001027e+02 2.473571122241622483e-02 3.516550985251871205e-03 1.412613110383404737e-02
-9.129778734053592189e+02 2.550887103174597631e-02 3.374647562115108516e-03 1.444175929693054285e-02
-9.119778428859183350e+02 2.549479295538634172e-02 4.011141522126887050e-03 1.475296723875661395e-02
-9.109778123664774512e+02 2.454171106409666278e-02 4.281065892091235649e-03 1.441138847809394878e-02
-9.099777818470365673e+02 2.438990635227640535e-02 3.848609176288241614e-03 1.411925776428232283e-02
-9.089777513275956835e+02 2.392750165686051422e-02 4.626987555362547556e-03 1.427724460611153046e-02
-9.079777208081547997e+02 2.438988696098665435e-02 4.917540848028778035e-03 1.465371390450771576e-02
-9.069776902887139158e+02 2.407927728174603932e-02 4.287897856818388524e-03 1.418358756928221436e-02
-9.059776597692730320e+02 2.391333631969699489e-02 4.166984433795963005e-03 1.404016037674647895e-02
-9.049776292498321482e+02 2.376869668944004907e-02 5.087114203412371367e-03 1.442790544642620978e-02
-9.039775987303912643e+02 2.392755013508489001e-02 5.405441950734340625e-03 1.466649604290961445e-02
-9.029775682109503805e+02 2.440409108072967223e-02 6.014180460164836838e-03 1.520913577044725497e-02
-9.019775376915094967e+02 2.488776802100314822e-02 5.851515085805778990e-03 1.536964155340446447e-02
-9.009775071720686128e+02 2.537861004283982133e-02 5.858508585164867201e-03 1.561855931400234383e-02
-8.999774766526277290e+02 2.698139709725600258e-02 5.709849213598332078e-03 1.634562315542716776e-02
-8.989774461331868451e+02 2.887325010799892192e-02 5.695814704694292067e-03 1.728453240634660742e-02
-8.979774156137459613e+02 2.981200183616218580e-02 5.702836710164898432e-03 1.775741927316354385e-02
-8.969773850943050775e+02 3.028136800459889366e-02 5.207657046985061759e-03 1.774451252579197641e-02
-8.959773545748641936e+02 3.060625936874175265e-02 4.478613244911193100e-03 1.754243630682647201e-02
-8.949773240554233098e+02 3.189864035245949109e-02 5.242881098784073386e-03 1.857076072562178354e-02
-8.939772935359824260e+02 3.282289709153368706e-02 5.547164835164929662e-03 1.918503096334930880e-02
-8.929772630165415421e+02 3.315504079804341975e-02 5.547164835164929662e-03 1.935110281660417514e-02
-8.919772324971006583e+02 3.426697613497804024e-02 5.709925229895713820e-03 1.998845068243687573e-02
-8.909772019776597745e+02 3.555948316207938054e-02 6.184048378700781820e-03 2.087176577039008205e-02
-8.899771714582188906e+02 3.747291867831556433e-02 6.318416686359612684e-03 2.189566768233758981e-02
-8.889771409387780068e+02 3.951616918379385890e-02 6.169852335164804739e-03 2.284301075947933052e-02
-8.879771104193371229e+02 4.095307345003013771e-02 6.007053932285329710e-03 2.348006369115773415e-02
-8.869770798998962391e+02 4.237543424895285488e-02 5.865644615081545311e-03 2.412053943201719966e-02
-8.859770493804553553e+02 4.381235790647899225e-02 6.339815274072482104e-03 2.507608659027573544e-02
-8.849770188610144714e+02 4.508315638470335174e-02 6.955366744155895044e-03 2.601926156442962296e-02
-8.839769883415735876e+02 4.698201934669146013e-02 6.955376246193067762e-03 2.696869779644226264e-02
-8.829769578221327038e+02 4.809396437927085377e-02 7.599595362426341330e-03 2.784677987084859668e-02
-8.819769273026918199e+02 4.902507593927211971e-02 8.504930460164782102e-03 2.876500319971845090e-02
-8.809768967832509361e+02 4.982664398808792083e-02 8.816274210164832398e-03 2.932145909912637488e-02
-8.799768662638100523e+02 5.030319462937768438e-02 8.823476754341724737e-03 2.956333569185970456e-02
-8.789768357443691684e+02 5.076502728174601964e-02 9.134830006378939077e-03 2.994992864406247762e-02
-8.779768052249282846e+02 5.062092091195712767e-02 9.283289835164848861e-03 2.995210537356098740e-02
-8.769767747054874008e+02 5.140040228174599934e-02 9.453423810741632544e-03 3.042691304624381421e-02
-8.759767441860465169e+02 5.140779036314134520e-02 1.007613031481606816e-02 3.074196033897870495e-02
-8.749767136666056331e+02 5.139300450470578319e-02 1.052141478080206860e-02 3.095720964275392589e-02
-8.739766831471647492e+02 5.124896600443112904e-02 1.005438965376498871e-02 3.065167782909805974e-02
-8.729766526277238654e+02 5.156666320007594062e-02 1.007618732703910620e-02 3.082142526355752254e-02
-8.719766221082829816e+02 5.153696543982153044e-02 1.069889383111333192e-02 3.111792963546743118e-02
-8.709765915888420977e+02 5.059131041250659877e-02 1.115864039767635804e-02 3.087497540509148014e-02
-8.699765610694012139e+02 5.061362978701065135e-02 1.161836796016482362e-02 3.111599887358773575e-02
-8.689765305499603301e+02 5.060618353174593798e-02 1.131433127675067311e-02 3.096025740424830641e-02
-8.679765000305194462e+02 5.025863344552858325e-02 1.210001672241076999e-02 3.117932508396967575e-02
-8.669764695110785624e+02 4.883647625514825341e-02 1.256705135148512668e-02 3.070176380331669092e-02
-8.659764389916376786e+02 4.805719849390188703e-02 1.317508671016484612e-02 3.061614260203336657e-02
-8.649764084721967947e+02 4.789834504825703915e-02 1.284905281069584349e-02 3.037369892947644132e-02
-8.639763779527559109e+02 4.757314342347837566e-02 1.223370088339327359e-02 2.990342215343582549e-02
-8.629763474333150270e+02 4.675636290785235849e-02 1.227051177540022277e-02 2.951343734162628976e-02
-8.619763169138741432e+02 4.551565971132243843e-02 1.299729409262688658e-02 2.925647690197466164e-02
-8.609762863944332594e+02 4.503911876567753825e-02 1.272283725093116720e-02 2.888097800830435186e-02
-8.599762558749923755e+02 4.454749139660593021e-02 1.268589333040380865e-02 2.861669236350487117e-02
-8.589762253555514917e+02 4.359439980967137751e-02 1.224105546016492595e-02 2.791772763491815260e-02
-8.579761948361106079e+02 4.297412092874298289e-02 1.224105546016492595e-02 2.760758819445395529e-02
-8.569761643166697240e+02 4.247486308715402170e-02 1.224847655119678386e-02 2.736166981917540278e-02
-8.559761337972288402e+02 4.155967177603891310e-02 1.224848605323395831e-02 2.690407891463643397e-02
-8.549761032777879564e+02 4.188496066162156889e-02 1.271551118027103820e-02 2.730023592094630441e-02
-8.539760727583470725e+02 4.217226201058080909e-02 1.316763711302147179e-02 2.766994956180113957e-02
-8.529760422389061887e+02 4.153686761929106797e-02 1.238180913680379455e-02 2.695933837804743299e-02
-8.519760117194653049e+02 4.107555853174603422e-02 1.208538358516495631e-02 2.658047105845549526e-02
-8.509759812000244210e+02 4.090908430922882838e-02 1.207790548191005515e-02 2.649349489556944090e-02
-8.499759506805835372e+02 4.040962285909758395e-02 1.193719931545694952e-02 2.617341108727726587e-02
-8.489759201611426533e+02 3.949477089555311626e-02 1.208538358516495631e-02 2.579007724035903629e-02
-8.479758896417017695e+02 3.982778721010166861e-02 1.208538358516495631e-02 2.595658539763331246e-02
-8.469758591222608857e+02 4.109856629703626668e-02 1.208538358516495631e-02 2.659197494110061150e-02
-8.459758286028200018e+02 4.171861248248775328e-02 1.207785797172419330e-02 2.689823522710597242e-02
-8.449757980833791180e+02 4.220284207451903413e-02 1.177403983516479673e-02 2.698844095484191630e-02
-8.439757675639382342e+02 4.267939271580870053e-02 1.177403983516479673e-02 2.722671627548674950e-02
-8.429757370444973503e+02 4.313281924406983658e-02 1.179670219382163328e-02 2.746476071894573406e-02
-8.419757065250564665e+02 4.315596274838833651e-02 1.287130658175424970e-02 2.801363466507129224e-02
-8.409756760056155827e+02 4.379135713967807764e-02 1.319023295741809931e-02 2.849079504854808848e-02
-8.399756454861746988e+02 4.391153465791342025e-02 1.380535683582863153e-02 2.885844574687102676e-02
-8.389756149667338150e+02 4.362480535200184695e-02 1.361932595206195862e-02 2.862206565203190278e-02
-8.379755844472929311e+02 4.361705853174598774e-02 1.318268833990299434e-02 2.839987343582449017e-02
-8.369755539278520473e+02 4.377590228174606246e-02 1.366493573049080458e-02 2.872041900611843265e-02
-8.359755234084111635e+02 4.360928262455560783e-02 1.458375421897728334e-02 2.909651842176644645e-02
-8.349754928889702796e+02 4.328379982607553911e-02 1.441283157431516061e-02 2.884831570019534899e-02
-8.339754623695293958e+02 4.283843037870629922e-02 1.427242947305158022e-02 2.855542992587893972e-02
-8.329754318500885120e+02 4.379931726412108345e-02 1.473945460008887695e-02 2.926938593210497846e-02
-8.319754013306476281e+02 4.459356510105566551e-02 1.505846649408717000e-02 2.982601579757141602e-02
-8.309753708112067443e+02 4.520549603174612435e-02 1.551016483516494404e-02 3.035783043345553420e-02
-8.299753402917658605e+02 4.537217386280573139e-02 1.551016483516494404e-02 3.044116934898533772e-02
-8.289753097723249766e+02 4.568202728174602933e-02 1.568889815438299223e-02 3.068546271806451078e-02
-8.279752792528840928e+02 4.535648630939671105e-02 1.628082756005491682e-02 3.081865693472581394e-02
-8.269752487334432089e+02 4.522122236773464671e-02 1.630393651445886938e-02 3.076257944109675804e-02
-8.259752182140023251e+02 4.619792284994173048e-02 1.693435867271752063e-02 3.156614076132962382e-02
-8.249751876945614413e+02 4.744507365031416790e-02 1.752617405394348016e-02 3.248562385212882403e-02
-8.239751571751205574e+02 4.790583978174604157e-02 1.786071227668192124e-02 3.288327602921398141e-02
-8.229751266556796736e+02 4.821562533117221272e-02 1.800865899546061355e-02 3.311214216331641313e-02
-8.219750961362387898e+02 4.741348523930874470e-02 1.846793046016478868e-02 3.294070784973676669e-02
-8.209750656167979059e+02 4.713538505733651934e-02 1.846793046016478868e-02 3.280165775875065748e-02
-8.199750350973570221e+02 4.839823310676284046e-02 1.831225858516482077e-02 3.335524584596383235e-02
-8.189750045779161383e+02 4.870005853174610294e-02 1.814880454172042995e-02 3.342443153673326645e-02
-8.179749740584752544e+02 4.853326435294787883e-02 1.785303463064651097e-02 3.319314949179719143e-02
-8.169749435390343706e+02 4.820760703285994347e-02 1.831225858516482077e-02 3.325993280901238386e-02
-8.159749130195934868e+02 4.758018246165821030e-02 1.832006925972075664e-02 3.295012586068948174e-02
-8.149748825001526029e+02 4.724652623454774630e-02 1.895840661494414825e-02 3.310246642474594381e-02
-8.139748519807117191e+02 4.613459089761311194e-02 1.938630235290425899e-02 3.276044662525868373e-02
-8.129748214612708352e+02 4.584886993876852862e-02 1.859224561249503763e-02 3.222055777563178486e-02
-8.119747909418299514e+02 4.599971478174597062e-02 1.786878900827880423e-02 3.193425189501238742e-02
-8.109747604223890676e+02 4.582483443512146148e-02 1.879499057964845177e-02 3.230991250738495663e-02
-8.099747299029481837e+02 4.520549603174614517e-02 1.957336895872286223e-02 3.238943249523450196e-02
-8.089746993835072999e+02 4.537237747134813259e-02 1.987685452398110092e-02 3.262461599766461329e-02
-8.079746688640664161e+02 4.567397989649914225e-02 2.018032108516489356e-02 3.292715049083201617e-02
-8.069746383446255322e+02 4.520549603174614517e-02 2.018032108516489356e-02 3.269290855845551763e-02
-8.059746078251846484e+02 4.555545063789268045e-02 2.018822678009256008e-02 3.287183870899262200e-02
-8.049745773057437646e+02 4.646816955956457884e-02 2.065525190712963824e-02 3.356171073334710681e-02
-8.039745467863028807e+02 4.582469869609320789e-02 2.113020173316884978e-02 3.347745021463102710e-02
-8.029745162668619969e+02 4.553937525868863301e-02 2.141776188412568283e-02 3.347856857140715792e-02
-8.019744857474211130e+02 4.615855853174594126e-02 2.111435233516492996e-02 3.363645543345543387e-02
-8.009744552279802292e+02 4.615855853174594126e-02 2.127797741527842623e-02 3.371826797351218374e-02
-7.999744247085393454e+02 4.615855853174594126e-02 2.160525608161694214e-02 3.388190730668143996e-02
-7.989743941890984615e+02 4.649251532384756497e-02 2.252337141935274040e-02 3.450794337160015268e-02
-7.979743636696575777e+02 4.645995734835467461e-02 2.299837825761498131e-02 3.472916780298482969e-02
-7.969743331502166939e+02 4.600786881908650733e-02 2.330174979842714739e-02 3.465480930875682736e-02
-7.959743026307758100e+02 4.632556601473142299e-02 2.342542831426671496e-02 3.487549716449907244e-02
-7.949742721113349262e+02 4.713614131763694398e-02 2.267908130250139223e-02 3.490761131006916984e-02
-7.939742415918940424e+02 4.791402290602120306e-02 2.299043455453850943e-02 3.545222873027985278e-02
-7.929742110724531585e+02 4.840694949150616683e-02 2.344943046016489605e-02 3.592818997583552970e-02
-7.919741805530122747e+02 4.883429473505133261e-02 2.346550790706106171e-02 3.614990132105619369e-02
-7.909741500335713908e+02 4.823173949295576218e-02 2.391644608516480322e-02 3.607409278906028444e-02
-7.899741195141305070e+02 4.870828043860066930e-02 2.410434887025449460e-02 3.640631465442758369e-02
-7.889740889946896232e+02 4.903420923674511878e-02 2.516182108516477889e-02 3.709801516095494883e-02
-7.879740584752487393e+02 4.932719223360156058e-02 2.482624714037451330e-02 3.707671968698803694e-02
-7.869740279558078555e+02 4.936018651311397526e-02 2.439963417743271773e-02 3.687991034527334649e-02
-7.859739974363669717e+02 5.028849603174601751e-02 2.484238159949371874e-02 3.756543881561986986e-02
-7.849739669169260878e+02 4.979542401158802006e-02 2.471101593558145543e-02 3.725321997358473775e-02
-7.839739363974852040e+02 4.950255736246998717e-02 2.530937822041939844e-02 3.740596779144469280e-02
-7.829739058780443202e+02 4.981196478174611253e-02 2.485047733516483962e-02 3.733122105845547434e-02
-7.819738753586034363e+02 4.963652208771879987e-02 2.485861107898465136e-02 3.724756658335172388e-02
-7.809738448391625525e+02 4.918489894940455964e-02 2.548130808102181538e-02 3.733310351521318404e-02
-7.799738143197216687e+02 4.916827091844259284e-02 2.546501208727078303e-02 3.731664150285668446e-02
-7.789737838002807848e+02 4.919324689964261338e-02 2.515365883523345072e-02 3.717345286743803379e-02
-7.779737532808399010e+02 4.949427728174606717e-02 2.502249271410181969e-02 3.725838499792394343e-02
-7.769737227613990171e+02 4.965312103174614883e-02 2.563701796417058171e-02 3.764506949795836527e-02
-7.759736922419581333e+02 4.932707588586316555e-02 2.547316483516482918e-02 3.740012036051399563e-02
-7.749736617225172495e+02 4.951937930632947099e-02 2.612045310940487586e-02 3.781991620786717689e-02
-7.739736312030763656e+02 5.047247089326401676e-02 2.653002891969606300e-02 3.850124990648003814e-02
-7.729736006836354818e+02 5.124155853174605646e-02 2.498971068585619307e-02 3.811563460880112303e-02
-7.719735701641945980e+02 5.157603888867096087e-02 2.518650737773950668e-02 3.838127313320523204e-02
-7.709735396447537141e+02 5.170968365763876223e-02 2.546492656893611928e-02 3.858730511328743729e-02
-7.699735091253128303e+02 5.188534935149822364e-02 2.562883671016490811e-02 3.875709303083156587e-02
-7.689734786058719465e+02 5.188535904714320496e-02 2.547316483516494368e-02 3.867926194115407779e-02
-7.679734480864310626e+02 5.252917895382988589e-02 2.565363702718559055e-02 3.909140799050773996e-02
-7.669734175669901788e+02 5.334030690849321521e-02 2.640719608516475456e-02 3.987375149682898662e-02
-7.659733870475492949e+02 5.443534273640935478e-02 2.641548186157933326e-02 4.042541229899434402e-02
-7.649733565281084111e+02 5.491189337769911832e-02 2.688250698861663346e-02 4.089720018315787242e-02
-7.639733260086675273e+02 5.570613151898894111e-02 2.702157880467593448e-02 4.136385516183244127e-02
-7.629732954892266434e+02 5.616571478174597898e-02 2.639056752011267881e-02 4.127814115092932890e-02
-7.619732649697857596e+02 5.636702545630199734e-02 2.594018046016485085e-02 4.115360295823342063e-02
-7.609732344503448758e+02 5.759530853174613801e-02 2.627652406996610485e-02 4.193591630085612143e-02
-7.599732039309039919e+02 5.777117783414798674e-02 2.687421171016488378e-02 4.232269477215643699e-02
-7.589731734114631081e+02 5.840657222543760990e-02 2.703823587583963073e-02 4.272240405063862378e-02
-7.579731428920222243e+02 5.919227819923674611e-02 2.768601825601266220e-02 4.343914822762470762e-02
-7.569731123725813404e+02 5.935967350801716474e-02 2.843093046016479525e-02 4.389530198409098000e-02
-7.559730818531404566e+02 5.966027728174607553e-02 2.856984074159216874e-02 4.411505901166912214e-02
-7.549730513336995728e+02 6.001220979944739409e-02 2.795552453634141815e-02 4.398386716789440265e-02
-7.539730208142586889e+02 6.110701293188650768e-02 2.716035605758299401e-02 4.413368449473475258e-02
-7.529729902948178051e+02 6.192699301032131287e-02 2.673535844096055353e-02 4.433117572564093667e-02
-7.519729597753769212e+02 6.349829830582594259e-02 2.749689921016487335e-02 4.549759875799540970e-02
-7.509729292559360374e+02 6.396625860575565203e-02 2.717712715319266226e-02 4.557169287947415715e-02
-7.499728987364951536e+02 6.525424746234487205e-02 2.687421171016488378e-02 4.606422958625487618e-02
-7.489728682170542697e+02 6.615563217515689487e-02 2.701298896307182881e-02 4.658431056911436358e-02
-7.479728376976133859e+02 6.555475427962505208e-02 2.624306739708110597e-02 4.589891083835308250e-02
-7.469728071781725021e+02 6.668395756008334285e-02 2.643259503052743098e-02 4.655827629530538692e-02
-7.459727766587316182e+02 6.761976181220448467e-02 2.703835940232287779e-02 4.732906060726368297e-02
-7.449727461392907344e+02 6.857284370349427116e-02 2.716858482177442538e-02 4.787071426263434654e-02
-7.439727156198498506e+02 6.904072643826497657e-02 2.671853983516491934e-02 4.787963313671494969e-02
-7.429726851004089667e+02 6.920825748607374595e-02 2.672704415843446188e-02 4.796765082225410565e-02
-7.419726545809680829e+02 6.968480812736339847e-02 2.703839741047156867e-02 4.836160276891748183e-02
-7.409726240615271990e+02 7.046165228174605666e-02 2.733270400782090298e-02 4.889717814478347635e-02
-7.399725935420863152e+02 7.046165228174605666e-02 2.702988358516485168e-02 4.874576793345545417e-02
-7.389725630226454314e+02 7.062921241648935367e-02 2.702988358516485168e-02 4.882954800082710267e-02
-7.379725325032045475e+02 7.078806586213419461e-02 2.670998800170939699e-02 4.874902693192179753e-02
-7.369725019837636637e+02 7.092071197967979301e-02 2.671853983516491934e-02 4.881962590742235791e-02
-7.359724714643227799e+02 7.031155400342403716e-02 2.654572628510532689e-02 4.842864014426467856e-02
-7.349724409448818960e+02 7.061174086442319198e-02 2.575876756646409971e-02 4.818525421544364584e-02
-7.339724104254410122e+02 7.012643505581057923e-02 2.498896952695662393e-02 4.755770229138360505e-02
-7.329723799060001284e+02 6.950858978174603853e-02 2.420199180424104091e-02 4.685529079299353972e-02
-7.319723493865592445e+02 6.949980552748857843e-02 2.361371118084332199e-02 4.655675835416595021e-02
-7.309723188671183607e+02 6.919090228174609725e-02 2.426226322602733493e-02 4.672658275388671956e-02
-7.299722883476774768e+02 6.919090228174609725e-02 2.533474865967045089e-02 4.726282547070827234e-02
-7.289722578282365930e+02 6.919971562293818212e-02 2.578450858516488295e-02 4.749211210405153427e-02
-7.279722273087957092e+02 6.984392335541989016e-02 2.579315543899201799e-02 4.781853939720595581e-02
-7.269721967893548253e+02 7.013513204926416500e-02 2.592286774843623534e-02 4.802899989885019844e-02
-7.259721662699139415e+02 6.982627728174596593e-02 2.514448936936192897e-02 4.748538332555395092e-02
-7.249721357504730577e+02 6.980857303420279214e-02 2.467745474028756880e-02 4.724301388724518047e-02
-7.239721052310321738e+02 6.952631342057896680e-02 2.407211796016478500e-02 4.679921569037187590e-02
-7.229720747115912900e+02 6.998512103174593657e-02 2.440085043819083255e-02 4.719298573496838456e-02
-7.219720441921504062e+02 7.014396478174600436e-02 2.502355694226516408e-02 4.758376086200558075e-02
-7.209720136727095223e+02 6.981738637539487702e-02 2.545573809899025555e-02 4.763656223719256455e-02
-7.199719831532686385e+02 6.982627728174596593e-02 2.501487208028933470e-02 4.742057468101765205e-02
-7.189719526338277547e+02 7.017960597230939179e-02 2.516182108516478930e-02 4.767071352873709228e-02
-7.179719221143868708e+02 7.129155100488886176e-02 2.531749296016486822e-02 4.830452198252686846e-02
-7.169718915949459870e+02 7.219107415388473226e-02 2.482422320645674349e-02 4.850764868017073961e-02
-7.159718610755051031e+02 7.175028105089696628e-02 2.440974434498445478e-02 4.808001269794071053e-02
-7.149718305560642193e+02 7.272126110262734644e-02 2.499737882985443929e-02 4.885931996624089113e-02
-7.139718000366233355e+02 7.381528858347649602e-02 2.501492909251237101e-02 4.941510883799443699e-02
-7.129717695171824516e+02 7.430080769627624149e-02 2.517939985393424784e-02 4.974010377510524467e-02
-7.119717389977415678e+02 7.543069936752094806e-02 2.594897934658675284e-02 5.068983935705385219e-02
-7.109717084783006840e+02 7.649771478174595407e-02 2.608704394670575272e-02 5.129237936422585686e-02
-7.099716779588598001e+02 7.683339739863546958e-02 2.562001881966867803e-02 5.122670810915207207e-02
-7.089716474394189163e+02 7.713308978174605868e-02 2.546433744263152874e-02 5.129871361218879544e-02
-7.079716169199780325e+02 7.730095048148050152e-02 2.482396665145308184e-02 5.106245856646679515e-02
-7.069715864005371486e+02 7.761864767712529922e-02 2.424548262838027712e-02 5.093206515275278817e-02
-7.059715558810962648e+02 7.828114139584285702e-02 2.486818913245471621e-02 5.157466526414878488e-02
-7.049715253616553809e+02 7.903921478174599780e-02 2.531749296016486475e-02 5.217835387095542954e-02
-7.039714948422144971e+02 7.903921478174599780e-02 2.547316483516494368e-02 5.225618980845547074e-02
-7.029714643227736133e+02 7.938409856562261835e-02 2.529083974589550407e-02 5.233746915575906294e-02
-7.019714338033327294e+02 8.015112103174587554e-02 2.421000202157759865e-02 5.218056152666173536e-02
-7.009714032838918456e+02 8.032813442024316908e-02 2.376077421016483532e-02 5.204445431520400567e-02
-6.999713727644509618e+02 8.111327804663949481e-02 2.408103087103274573e-02 5.259715445883612200e-02
-6.989713422450100779e+02 8.129033991336105658e-02 2.438346171016482489e-02 5.283690081176294073e-02
-6.979713117255691941e+02 8.221608978174589633e-02 2.407211796016477806e-02 5.314410387095533372e-02
-6.969712812061283103e+02 8.241142793905842368e-02 2.423673125214424046e-02 5.332407959560132860e-02
-6.959712506866874264e+02 8.349597307921895195e-02 2.436555987213150087e-02 5.393076647567522641e-02
-6.949712201672465426e+02 8.364568353174603454e-02 2.375181378911100580e-02 5.369874866042852191e-02
-6.939711896478056588e+02 8.381367997050874485e-02 2.345840038325591043e-02 5.363604017688232417e-02
-6.929711591283647749e+02 8.414053955056116640e-02 2.391644608516480669e-02 5.402849281786298308e-02
-6.919711286089238911e+02 8.460791811179833866e-02 2.409009581449548382e-02 5.434900696314691471e-02
-6.909710980894830072e+02 8.492561530744334453e-02 2.420979297675980232e-02 5.456770414210157516e-02
-6.899710675700421234e+02 8.524331250308815611e-02 2.408112589140446944e-02 5.466221919724631451e-02
-6.889710370506012396e+02 8.572905461572005725e-02 2.439247914344170112e-02 5.506076687958087745e-02
-6.879710065311603557e+02 8.618718353174593949e-02 2.437443477485077767e-02 5.528080915329836031e-02
-6.869709760117194719e+02 8.620562464829967242e-02 2.439249814751604656e-02 5.529906139790785602e-02
-6.859709454922785881e+02 8.683178878566755188e-02 2.456627140333007137e-02 5.569903009449880815e-02
-6.849709149728377042e+02 8.699064223131250384e-02 2.562883671016490811e-02 5.630973947073870944e-02
-6.839708844533968204e+02 8.764452621738035021e-02 2.530842801670212319e-02 5.647647711704123497e-02
-6.829708539339559366e+02 8.824289294088948077e-02 2.500614921016481099e-02 5.662452107552714414e-02
-6.819708234145150527e+02 8.827995939124960723e-02 2.534474480277609798e-02 5.681235209701285260e-02
-6.809707928950741689e+02 8.905564976389193643e-02 2.642538298431337113e-02 5.774051637410265725e-02
-6.799707623756332850e+02 8.938263538732796332e-02 2.672764278677633443e-02 5.805513908705214887e-02
-6.789707318561924012e+02 9.018617165205342068e-02 2.719466791381341259e-02 5.869041978293342010e-02
-6.779707013367515174e+02 9.095249603174587749e-02 2.750602116585064080e-02 5.922925859879826088e-02
-6.769706708173106335e+02 9.111133978174584813e-02 2.799130920833370340e-02 5.955132449503977576e-02
-6.759706402978697497e+02 9.127951074211641813e-02 2.843093046016478831e-02 5.985522060114060322e-02
-6.749706097784288659e+02 9.108332906369970283e-02 2.889794608516480651e-02 5.999063757443225120e-02
-6.739705792589879820e+02 9.030777443008551619e-02 2.825693865749590375e-02 5.928235654379070824e-02
-6.729705487395470982e+02 9.034518992366127876e-02 2.797308430103651392e-02 5.915913711234889460e-02
-6.719705182201062144e+02 9.127954952469591321e-02 2.844928839598240278e-02 5.986441896033915799e-02
-6.709704877006653305e+02 9.177484184753045837e-02 2.889794608516491753e-02 6.033639396634768448e-02
-6.699704571812244467e+02 9.205501689750610061e-02 2.906281593214803116e-02 6.055891641482706589e-02
-6.689704266617835628e+02 9.174671478174592498e-02 2.953904853320543644e-02 6.064288165747568071e-02
-6.679703961423426790e+02 9.188674898068686925e-02 2.981354338304974261e-02 6.085014618186830593e-02
-6.669703656229017952e+02 9.141961281057149613e-02 2.921851631325951548e-02 6.031906456191550581e-02
-6.659703351034609113e+02 9.079365228174589297e-02 2.985968527556036312e-02 6.032666877865312804e-02
-6.649703045840200275e+02 9.145732886913829351e-02 3.028974747799583964e-02 6.087353817356706831e-02
-6.639702740645791437e+02 9.175615833985494019e-02 3.016183105357725727e-02 6.095899469671609699e-02
-6.629702435451382598e+02 9.222324603174582303e-02 3.061033671016479343e-02 6.141679137095530649e-02
-6.619702130256973760e+02 9.240101568054331915e-02 3.077528257344529575e-02 6.158814912699430572e-02
-6.609701825062564922e+02 9.252198824165858149e-02 3.124230770048258901e-02 6.188214797107058351e-02
-6.599701519868156083e+02 9.222324603174582303e-02 3.156295394487457218e-02 6.189309998831019760e-02
-6.589701214673747245e+02 9.207389431807924685e-02 3.215775296577275122e-02 6.211582364192599903e-02
-6.579700909479338407e+02 9.237258804976752891e-02 3.170935183159401261e-02 6.204096994068077076e-02
